subject_id,nama,date,time,epoch_ms,ts_millis,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,label
SUBJ_013,arlin,2026-06-01,14:02:30.071000,2206089527,242071,0.72241,0.12549,0.84302,-2.282,-0.45,3.779,1.02637,-0.1709,-0.07202,-3.931,-0.779,3.962,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:30.375000,2206089831,241375,0.65161,0.19263,0.88818,0.611,-2.214,2.641,1.0249,-0.0918,-0.01953,-5.878,-4.031,8.321,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:30.672000,2206090128,241671,0.69458,0.16382,0.85474,-1.679,-2.58,5.794,1.02612,-0.10693,-0.04492,-2.45,-3.527,7.344,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:30.871000,2206090327,241871,0.71167,0.14795,0.85815,-2.237,-3.443,3.557,1.02002,-0.13623,-0.06641,-3.252,-2.481,7.702,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:31.071000,2206090527,243071,0.75708,0.10449,0.83765,2.298,-8.389,0.656,1.00928,-0.17358,-0.12256,-1.435,-1.504,0.275,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:31.271000,2206090727,242271,0.73071,0.09302,0.84106,0.298,0.183,3.878,1.02051,-0.17407,-0.07544,-1.763,-0.603,3.443,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:31.471000,2206090927,242471,0.71436,0.09863,0.85034,0.183,1.664,-3.725,1.01807,-0.16333,-0.0625,-0.008,0.374,-1.275,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:31.671000,2206091127,242671,0.73267,0.09131,0.84302,-2.878,0.466,-1.45,1.01489,-0.16113,-0.06299,3.511,-1.641,-1.168,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:31.871000,2206091327,242871,0.72778,0.1189,0.84814,4.916,0.191,1.855,1.0459,-0.17041,-0.0874,-3.267,-2.771,1.481,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:32.071000,2206091527,244071,0.76587,0.146,0.79688,1.489,0.557,0.473,1.01123,-0.14453,-0.09033,-1.061,0.206,-1.305,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:32.271000,2206091727,243271,0.76123,0.12134,0.7876,-2.053,-8.305,-6.16,1.02246,-0.15991,-0.08936,-5.344,-1.656,1.519,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:32.471000,2206091927,243471,0.7854,0.13892,0.77075,2.603,0.145,-2.282,1.01294,-0.14355,-0.04736,-1.389,2.977,0.496,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:32.671000,2206092127,243671,0.74902,0.13696,0.8186,1.885,4.779,-0.573,1.01685,-0.16016,-0.0835,3.527,-0.176,-0.855,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:32.871000,2206092327,243871,0.75024,0.14233,0.80688,-0.206,3.122,-2.13,1.0127,-0.16846,-0.09424,-2.191,1.847,-0.053,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:33.071000,2206092527,245071,0.75952,0.13989,0.80957,0.817,1.13,0.038,1.02783,-0.12988,-0.08667,1.336,1.366,-1.435,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:33.271000,2206092727,244271,0.74927,0.15161,0.81055,1.313,1.748,-0.817,1.02539,-0.1499,-0.09033,-3.443,-0.656,0.275,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:33.471000,2206092927,244471,0.73926,0.14502,0.81128,1.191,3.092,0.031,1.02319,-0.15454,-0.09937,-2.351,0.557,-0.359,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:33.671000,2206093127,244671,0.76343,0.14063,0.7937,1.214,1.863,0.267,1.02173,-0.14795,-0.10132,-0.206,1.733,-0.656,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:33.871000,2206093327,244871,0.75171,0.15186,0.80908,0.634,2.519,-0.618,1.02295,-0.14136,-0.09229,-0.809,-0.298,-0.176,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:34.071000,2206093527,246071,0.7605,0.15039,0.8916,5.061,1.687,2.336,1.02124,-0.12012,-0.0979,5.885,-2.198,-1.405,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:34.271000,2206093727,245271,0.75854,0.14551,0.802,2.573,4.313,-0.16,1.02515,-0.14941,-0.09082,2.321,-2.481,-1.092,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:34.471000,2206093927,245471,0.73975,0.15991,0.82813,5.13,1.557,6.328,1.02661,-0.1355,-0.10376,-2.443,-1.366,1.412,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:34.671000,2206094127,245671,0.80981,0.1394,0.78564,-0.237,1.374,-2.42,1.02515,-0.13892,-0.11572,0.947,3.489,-1.985,ergonomis
SUBJ_013,arlin,2026-06-01,14:02:34.871000,2206094327,245871,0.69092,0.18018,0.84546,6.641,8.061,0.061,1.01318,-0.11255,-0.07275,-4.26,6.076,0.824,ergonomis
